vaccinated1,vaccinated2,state,district,confirmed,deceased,recovered,tested,other
456056.0,148421.0,JH,Garhwa,6895.0,94.0,6801.0,,
994417.0,301193.0,JH,Giridih,8964.0,130.0,8834.0,11132.0,
527710.0,198198.0,JH,Godda,5840.0,87.0,5753.0,10980.0,
387738.0,156364.0,JH,Gumla,9900.0,38.0,9857.0,,
865943.0,317137.0,JH,Hazaribagh,19593.0,186.0,19404.0,,
381155.0,137216.0,JH,Jamtara,5599.0,61.0,5534.0,2880.0,
227503.0,107053.0,JH,Khunti,7820.0,96.0,7724.0,3852.0,
363078.0,140609.0,JH,Koderma,12872.0,136.0,12736.0,,
294989.0,84919.0,JH,Latehar,7871.0,57.0,7814.0,,
173109.0,63130.0,JH,Lohardaga,6709.0,88.0,6621.0,7526.0,
378048.0,108941.0,JH,Pakur,2552.0,12.0,2539.0,6429.0,
788026.0,311074.0,JH,Palamu,12294.0,110.0,12184.0,,
522017.0,185442.0,JH,Ramgarh,13923.0,197.0,13714.0,,
1512114.0,656001.0,JH,Ranchi,86116.0,1585.0,84495.0,,
430948.0,132560.0,JH,Sahibganj,4834.0,42.0,4792.0,5029.0,
505417.0,167980.0,JH,Saraikela-Kharsawan,7207.0,67.0,7137.0,161796.0,
277357.0,112059.0,JH,Simdega,7193.0,92.0,7101.0,,
630437.0,225607.0,JH,West Singhbhum,13054.0,133.0,12918.0,,
759605.0,402717.0,JK,Anantnag,16603.0,205.0,16378.0,,
303665.0,154345.0,JK,Bandipora,9814.0,102.0,9693.0,,
776258.0,450002.0,JK,Baramulla,24613.0,282.0,24196.0,,
592075.0,319587.0,JK,Budgam,23844.0,207.0,23548.0,,
313983.0,158751.0,JK,Doda,7869.0,133.0,7704.0,,
227349.0,133812.0,JK,Ganderbal,10436.0,79.0,10313.0,,
1168448.0,610537.0,JK,Jammu,53324.0,1145.0,52145.0,,
482584.0,249588.0,JK,Kathua,9327.0,152.0,9175.0,,
164754.0,78041.0,JK,Kishtwar,4819.0,44.0,4773.0,,
401091.0,202260.0,JK,Kulgam,11489.0,117.0,11367.0,,
673594.0,348327.0,JK,Kupwara,14463.0,166.0,14268.0,,
430622.0,244300.0,JK,Pulwama,15512.0,194.0,15309.0,139552.0,
386098.0,234540.0,JK,Punch,6482.0,98.0,6371.0,,
498787.0,241407.0,JK,Rajouri,11272.0,237.0,11031.0,,
220690.0,147086.0,JK,Ramban,6043.0,67.0,5971.0,,
244379.0,133971.0,JK,Reasi,6626.0,43.0,6575.0,,
280700.0,122554.0,JK,Samba,7152.0,120.0,7032.0,,
203036.0,95122.0,JK,Shopiyan,5607.0,58.0,5549.0,,
957347.0,592016.0,JK,Srinagar,75539.0,846.0,74242.0,,
425945.0,227785.0,JK,Udhampur,11415.0,137.0,11275.0,,
1188016.0,613422.0,KA,Bagalkote,35178.0,333.0,34843.0,49851.0,
1758198.0,864065.0,KA,Ballari,97763.0,1689.0,95961.0,402407.0,
3165252.0,1386668.0,KA,Belagavi,79900.0,938.0,78879.0,396565.0,
700825.0,385704.0,KA,Bengaluru Rural,62005.0,890.0,61073.0,240277.0,
9219875.0,5903791.0,KA,Bengaluru Urban,1251872.0,16281.0,1229059.0,6883888.0,1.0
929776.0,515993.0,KA,Bidar,24340.0,400.0,23936.0,67689.0,4.0
647951.0,351940.0,KA,Chamarajanagara,33001.0,500.0,32469.0,5156.0,11.0
852473.0,497674.0,KA,Chikkaballapura,43951.0,429.0,43501.0,15089.0,1.0
737417.0,346002.0,KA,Chikkamagaluru,51126.0,395.0,50662.0,5467.0,
1020280.0,618156.0,KA,Chitradurga,36666.0,206.0,36412.0,4393.0,
1531107.0,848253.0,KA,Dakshina Kannada,115478.0,1680.0,113515.0,131281.0,7.0
1016827.0,495371.0,KA,Davanagere,50989.0,608.0,50359.0,17483.0,
1212295.0,561504.0,KA,Dharwad,60970.0,1315.0,59639.0,137696.0,2.0
691646.0,328477.0,KA,Gadag,26066.0,319.0,25747.0,8904.0,
1224599.0,614828.0,KA,Hassan,111785.0,1256.0,110294.0,10800.0,2.0
999178.0,383705.0,KA,Haveri,21947.0,644.0,21301.0,11714.0,
1323039.0,641641.0,KA,Kalaburagi,61926.0,819.0,61087.0,409596.0,
385482.0,212033.0,KA,Kodagu,37095.0,329.0,36616.0,143982.0,1.0
991957.0,625918.0,KA,Kolar,46916.0,638.0,46266.0,91924.0,
814373.0,411092.0,KA,Koppal,35198.0,521.0,34660.0,8708.0,
1189318.0,659066.0,KA,Mandya,73753.0,650.0,73029.0,14874.0,
2141764.0,1239770.0,KA,Mysuru,179167.0,2416.0,176447.0,107338.0,
,,KA,Other State,36.0,3.0,33.0,,
1021603.0,448501.0,KA,Raichur,39973.0,331.0,39641.0,21011.0,
754463.0,469335.0,KA,Ramanagara,24204.0,320.0,23869.0,103399.0,
1162073.0,535447.0,KA,Shivamogga,69444.0,1088.0,68239.0,48760.0,
1672730.0,881580.0,KA,Tumakuru,120836.0,1127.0,119420.0,106564.0,
919074.0,529427.0,KA,Udupi,76718.0,489.0,76181.0,86092.0,
980496.0,505589.0,KA,Uttara Kannada,56218.0,766.0,55339.0,13833.0,
1535235.0,634270.0,KA,Vijayapura,36267.0,495.0,35764.0,25108.0,
708887.0,348094.0,KA,Yadgir,27545.0,207.0,27337.0,221485.0,
1518055.0,855411.0,KL,Alappuzha,316160.0,1862.0,313515.0,,40.0
2953482.0,1759232.0,KL,Ernakulam,602800.0,3555.0,583842.0,,70.0
859116.0,481911.0,KL,Idukki,147118.0,519.0,140292.0,237691.0,9.0
1891004.0,959656.0,KL,Kannur,275264.0,2325.0,269475.0,392136.0,53.0
910194.0,521754.0,KL,Kasaragod,138815.0,617.0,134824.0,,17.0
1951077.0,1047951.0,KL,Kollam,390872.0,2451.0,383923.0,,57.0
1477425.0,841596.0,KL,Kottayam,322484.0,1356.0,315759.0,,18.0
2341296.0,1154561.0,KL,Kozhikode,527346.0,3374.0,519030.0,955060.0,44.0
2833303.0,1103557.0,KL,Malappuram,567584.0,2576.0,562111.0,469850.0,32.0
1989222.0,950909.0,KL,Palakkad,373839.0,2881.0,364351.0,226562.0,24.0
1048352.0,677224.0,KL,Pathanamthitta,193406.0,1076.0,184979.0,306034.0,11.0
2578575.0,1562343.0,KL,Thiruvananthapuram,463977.0,4996.0,448304.0,436661.0,114.0
2295947.0,1305873.0,KL,Thrissur,523260.0,3575.0,515481.0,639055.0,26.0
659451.0,436359.0,KL,Wayanad,125732.0,518.0,121295.0,211953.0,14.0
87221.0,64300.0,LA,Kargil,3619.0,58.0,3556.0,37471.0,
121577.0,87980.0,LA,Leh,17343.0,150.0,17131.0,72597.0,
55129.0,45951.0,LD,Lakshadweep,10365.0,51.0,10270.0,263541.0,44.0
2468837.0,881402.0,MH,Ahmednagar,339457.0,7043.0,330122.0,11077.0,1.0
760099.0,357931.0,MH,Akola,58764.0,1425.0,57318.0,,4.0
1241168.0,548807.0,MH,Amravati,96231.0,1594.0,94618.0,,2.0
1772420.0,723304.0,MH,Aurangabad,155331.0,4251.0,150615.0,11800.0,14.0
1145382.0,485615.0,MH,Beed,103749.0,2806.0,100803.0,111488.0,7.0
825867.0,421585.0,MH,Bhandara,60080.0,1123.0,58945.0,54195.0,10.0
1136679.0,512944.0,MH,Buldhana,85520.0,797.0,84710.0,115874.0,6.0
1335017.0,458690.0,MH,Chandrapur,88968.0,1560.0,87387.0,199809.0,4.0
1007007.0,476051.0,MH,Dhule,46172.0,654.0,45501.0,90092.0,11.0
540319.0,231208.0,MH,Gadchiroli,30440.0,669.0,29735.0,11993.0,33.0
888961.0,469980.0,MH,Gondia,40519.0,569.0,39941.0,130146.0,7.0
537442.0,201000.0,MH,Hingoli,18475.0,506.0,17949.0,6797.0,1.0
2085101.0,699544.0,MH,Jalgaon,139934.0,2714.0,137178.0,429198.0,32.0
1081253.0,413822.0,MH,Jalna,60615.0,1209.0,59382.0,117047.0,1.0
2536731.0,1043329.0,MH,Kolhapur,206671.0,5847.0,200699.0,,5.0
1182476.0,507616.0,MH,Latur,92133.0,2437.0,89608.0,,6.0
9115615.0,5564204.0,MH,Mumbai,756749.0,16247.0,733318.0,2789713.0,2512.0
3006439.0,1460890.0,MH,Nagpur,493607.0,9128.0,484334.0,382083.0,71.0
1560558.0,560812.0,MH,Nanded,90409.0,2658.0,87721.0,117319.0,6.0
723850.0,342054.0,MH,Nandurbar,40006.0,948.0,39054.0,37740.0,3.0
3471046.0,1299122.0,MH,Nashik,410681.0,8679.0,401418.0,498397.0,1.0
803192.0,308210.0,MH,Osmanabad,67828.0,1963.0,65577.0,109450.0,114.0
,,MH,Other State,144.0,111.0,31.0,,2.0
1869199.0,678741.0,MH,Palghar,138013.0,3282.0,134309.0,319724.0,14.0
905874.0,378183.0,MH,Parbhani,52362.0,1233.0,51078.0,110937.0,19.0
7843130.0,4264808.0,MH,Pune,1154776.0,19594.0,1131401.0,97127.0,349.0
1859507.0,774913.0,MH,Raigad,195958.0,4551.0,190759.0,304088.0,7.0
920151.0,388703.0,MH,Ratnagiri,78950.0,2478.0,76292.0,,5.0
1810980.0,802877.0,MH,Sangli,209771.0,5613.0,203673.0,,9.0
1963730.0,865197.0,MH,Satara,250414.0,6428.0,243482.0,312742.0,31.0
524896.0,279051.0,MH,Sindhudurg,52783.0,1434.0,50987.0,,15.0
2242339.0,690069.0,MH,Solapur,210466.0,5551.0,204364.0,629266.0,110.0
5484839.0,2751182.0,MH,Thane,610128.0,11462.0,597141.0,1229625.0,35.0
755863.0,314899.0,MH,Wardha,57344.0,1217.0,55956.0,52365.0,165.0
579042.0,321710.0,MH,Washim,41663.0,637.0,41020.0,,3.0
1211321.0,496306.0,MH,Yavatmal,75967.0,1798.0,74159.0,141551.0,4.0
47655.0,20648.0,ML,East Garo Hills,1867.0,13.0,1844.0,,
64432.0,33259.0,ML,East Jaintia Hills,2430.0,31.0,2395.0,,
318381.0,225526.0,ML,East Khasi Hills,41025.0,987.0,39754.0,,
62675.0,28288.0,ML,North Garo Hills,1685.0,8.0,1674.0,,
92049.0,48460.0,ML,Ribhoi,9697.0,89.0,9584.0,,
40103.0,18937.0,ML,South Garo Hills,1216.0,12.0,1203.0,,
73397.0,39210.0,ML,South West Garo Hills,1872.0,17.0,1852.0,,
33372.0,17117.0,ML,South West Khasi Hills,2548.0,17.0,2525.0,,
209662.0,119725.0,ML,West Garo Hills,9027.0,72.0,8943.0,,
84529.0,47646.0,ML,West Jaintia Hills,6803.0,133.0,6642.0,,
77018.0,43000.0,ML,West Khasi Hills,5457.0,71.0,5330.0,,
128902.0,64791.0,MN,Bishnupur,,,,,
26634.0,15197.0,MN,Chandel,,,,,
104247.0,62208.0,MN,Churachandpur,,,,13542.0,
251626.0,148953.0,MN,Imphal East,,,,,
308782.0,199404.0,MN,Imphal West,,,,,
27911.0,17262.0,MN,Jiribam,,,,,
84702.0,49653.0,MN,Kakching,,,,,
10502.0,5370.0,MN,Kamjong,,,,,
39027.0,19015.0,MN,Kangpokpi,,,,,
16798.0,9819.0,MN,Noney,,,,,
12417.0,9888.0,MN,Pherzawl,,,,,
28247.0,18288.0,MN,Senapati,,,,,
19931.0,10361.0,MN,Tamenglong,,,,,
26209.0,12163.0,MN,Tengnoupal,,,,,
141308.0,62279.0,MN,Thoubal,,,,,
22193.0,14759.0,MN,Ukhrul,,,,,
424846.0,128822.0,MP,Agar Malwa,3303.0,68.0,3235.0,,
369571.0,114601.0,MP,Alirajpur,3505.0,48.0,3453.0,,
481238.0,164712.0,MP,Anuppur,9238.0,89.0,9140.0,3424.0,
550087.0,186066.0,MP,Ashoknagar,3670.0,57.0,3613.0,55792.0,
1278183.0,549643.0,MP,Balaghat,9100.0,64.0,9017.0,9654.0,
788872.0,225336.0,MP,Barwani,8366.0,90.0,8267.0,41588.0,
1042931.0,343674.0,MP,Betul,12905.0,277.0,12590.0,68036.0,
1034374.0,351065.0,MP,Bhind,2995.0,32.0,2960.0,44395.0,
2012966.0,1168682.0,MP,Bhopal,123552.0,972.0,122121.0,245166.0,
493618.0,220909.0,MP,Burhanpur,2568.0,39.0,2529.0,13040.0,
1093616.0,336309.0,MP,Chhatarpur,7609.0,91.0,7506.0,50518.0,
1624355.0,591843.0,MP,Chhindwara,6734.0,120.0,6612.0,79090.0,
844557.0,326505.0,MP,Damoh,8120.0,186.0,7841.0,16564.0,
560238.0,296233.0,MP,Datia,6959.0,78.0,6874.0,40322.0,
1005266.0,477219.0,MP,Dewas,7723.0,51.0,7672.0,96155.0,
1371226.0,536214.0,MP,Dhar,12572.0,130.0,12388.0,62597.0,
481366.0,186341.0,MP,Dindori,4623.0,29.0,4588.0,3557.0,
821399.0,284155.0,MP,Guna,5132.0,44.0,5085.0,40229.0,
1452149.0,730150.0,MP,Gwalior,53106.0,633.0,52427.0,206696.0,
394641.0,159293.0,MP,Harda,5055.0,96.0,4954.0,36708.0,
865566.0,369945.0,MP,Hoshangabad,10688.0,99.0,10570.0,46294.0,
2951024.0,1728945.0,MP,Indore,153230.0,1391.0,151410.0,780266.0,
1957070.0,1099359.0,MP,Jabalpur,50779.0,670.0,49896.0,293923.0,
607542.0,185320.0,MP,Jhabua,7691.0,64.0,7619.0,52146.0,
865274.0,306259.0,MP,Katni,9366.0,120.0,9242.0,56828.0,
862885.0,310248.0,MP,Khandwa,4044.0,94.0,3946.0,17090.0,
1147444.0,411114.0,MP,Khargone,13970.0,239.0,13716.0,38413.0,
684882.0,246724.0,MP,Mandla,5188.0,25.0,5159.0,,
948065.0,330902.0,MP,Mandsaur,8637.0,84.0,8552.0,52733.0,
1295658.0,582833.0,MP,Morena,8236.0,95.0,8135.0,90967.0,
803225.0,318284.0,MP,Narsinghpur,11209.0,81.0,11115.0,90600.0,
579489.0,229183.0,MP,Neemuch,7926.0,84.0,7828.0,57292.0,
,,MP,Niwari,3715.0,48.0,3654.0,22574.0,
600823.0,168120.0,MP,Panna,7331.0,63.0,7250.0,,
,,MP,Raigarh,1.0,,,,
885585.0,333022.0,MP,Raisen,9238.0,194.0,9030.0,44343.0,
1025584.0,450099.0,MP,Rajgarh,8729.0,172.0,8490.0,46604.0,
1026416.0,457972.0,MP,Ratlam,17860.0,385.0,17438.0,51736.0,
1639826.0,674779.0,MP,Rewa,16433.0,155.0,16270.0,22690.0,
1563245.0,760746.0,MP,Sagar,16622.0,390.0,16154.0,64801.0,
1532585.0,481540.0,MP,Satna,11965.0,133.0,11829.0,28159.0,
909045.0,396375.0,MP,Sehore,10136.0,73.0,10057.0,45061.0,
945564.0,341871.0,MP,Seoni,6775.0,28.0,6739.0,15024.0,
723227.0,337272.0,MP,Shahdol,10085.0,118.0,9958.0,18177.0,
620316.0,278912.0,MP,Shajapur,6349.0,74.0,6273.0,56805.0,
413195.0,140296.0,MP,Sheopur,4000.0,78.0,3919.0,31449.0,
1109976.0,391707.0,MP,Shivpuri,12398.0,125.0,12261.0,47270.0,
679862.0,226632.0,MP,Sidhi,9219.0,87.0,9132.0,4660.0,
740335.0,224966.0,MP,Singrauli,8801.0,82.0,8706.0,,
919592.0,293885.0,MP,Tikamgarh,6863.0,114.0,6742.0,43011.0,
1452247.0,836514.0,MP,Ujjain,18903.0,172.0,18720.0,31631.0,
455492.0,196492.0,MP,Umaria,6294.0,63.0,6224.0,54811.0,
975291.0,349024.0,MP,Vidisha,11922.0,237.0,11677.0,65935.0,
315706.0,239593.0,MZ,Aizawl,75111.0,300.0,71337.0,,
74122.0,55251.0,MZ,Champhai,5188.0,11.0,4745.0,,
,,MZ,Hnahthial,1020.0,3.0,857.0,,
,,MZ,Khawzawl,733.0,,688.0,,
50525.0,33101.0,MZ,Kolasib,7721.0,30.0,7561.0,,
55877.0,25870.0,MZ,Lawngtlai,6740.0,23.0,6553.0,,
95129.0,73298.0,MZ,Lunglei,9842.0,27.0,9053.0,,
43678.0,28873.0,MZ,Mamit,4854.0,12.0,4448.0,,
34626.0,19984.0,MZ,Saiha,5469.0,14.0,5304.0,,
,,MZ,Saitual,471.0,2.0,420.0,,
41932.0,36047.0,MZ,Serchhip,4210.0,10.0,3646.0,,
268405.0,175502.0,NL,Dimapur,14684.0,421.0,13471.0,47020.0,689.0
13017.0,8141.0,NL,Kiphire,258.0,9.0,246.0,1002.0,1.0
105758.0,82602.0,NL,Kohima,9461.0,123.0,9095.0,33986.0,202.0
20577.0,15446.0,NL,Longleng,307.0,2.0,286.0,1193.0,18.0
69198.0,54730.0,NL,Mokokchung,2333.0,54.0,2186.0,3976.0,62.0
70054.0,48331.0,NL,Mon,1159.0,14.0,1124.0,12278.0,17.0
19956.0,12514.0,NL,Peren,920.0,6.0,897.0,5717.0,15.0
31241.0,20746.0,NL,Phek,601.0,18.0,568.0,2779.0,9.0
38130.0,26725.0,NL,Tuensang,1094.0,12.0,1077.0,4887.0,3.0
35138.0,23577.0,NL,Wokha,402.0,11.0,361.0,1390.0,16.0
38077.0,22337.0,NL,Zunheboto,623.0,15.0,593.0,2131.0,11.0
786278.0,291800.0,OR,Angul,43920.0,393.0,43506.0,172873.0,
960786.0,299153.0,OR,Balangir,23397.0,126.0,23257.0,87867.0,
1351099.0,534318.0,OR,Balasore,40787.0,299.0,40389.0,9843.0,
829092.0,283966.0,OR,Bargarh,31126.0,335.0,30762.0,,
1026493.0,367945.0,OR,Bhadrak,26480.0,150.0,26260.0,258173.0,
259325.0,92297.0,OR,Boudh,12634.0,112.0,12488.0,496.0,
1434524.0,702278.0,OR,Cuttack,94631.0,857.0,93404.0,5720.0,
223405.0,63727.0,OR,Deogarh,6553.0,50.0,6460.0,682.0,
738406.0,282859.0,OR,Dhenkanal,19871.0,243.0,19598.0,179477.0,
288963.0,115535.0,OR,Gajapati,9657.0,84.0,9555.0,715.0,
2214981.0,1698328.0,OR,Ganjam,33849.0,485.0,33342.0,750442.0,
677675.0,272499.0,OR,Jagatsinghpur,27920.0,316.0,27510.0,46648.0,
1087735.0,383313.0,OR,Jajpur,43735.0,172.0,43461.0,53956.0,
399523.0,189682.0,OR,Jharsuguda,23863.0,176.0,23673.0,1663.0,
921185.0,304778.0,OR,Kalahandi,24314.0,210.0,24082.0,1458.0,
384009.0,150737.0,OR,Kandhamal,11537.0,83.0,11453.0,1516.0,
916169.0,347854.0,OR,Kendrapara,24860.0,252.0,24545.0,382732.0,
1087285.0,376311.0,OR,Kendujhar,20980.0,175.0,20798.0,474504.0,
2063646.0,1502538.0,OR,Khordha,175335.0,1552.0,171938.0,,
860773.0,399063.0,OR,Koraput,19137.0,78.0,19044.0,1401.0,
391790.0,137925.0,OR,Malkangiri,11667.0,49.0,11613.0,1841.0,
1222153.0,413698.0,OR,Mayurbhanj,40844.0,286.0,40416.0,3307.0,
675601.0,188457.0,OR,Nabarangapur,23549.0,86.0,23461.0,162154.0,
593612.0,222606.0,OR,Nayagarh,23505.0,212.0,23261.0,1104.0,
402248.0,129685.0,OR,Nuapada,22924.0,84.0,22803.0,310.0,
1078666.0,523160.0,OR,Puri,45431.0,459.0,44903.0,173340.0,
549767.0,184420.0,OR,Rayagada,20224.0,167.0,19981.0,578.0,
768989.0,418110.0,OR,Sambalpur,31651.0,240.0,31315.0,2007.0,
,,OR,State Pool,32048.0,,31587.0,,
418336.0,192102.0,OR,Subarnapur,13187.0,61.0,13115.0,,
1122762.0,490428.0,OR,Sundargarh,61841.0,594.0,61167.0,,
1263073.0,446487.0,PB,Amritsar,47379.0,1598.0,45757.0,89227.0,
328464.0,104197.0,PB,Barnala,5950.0,244.0,5696.0,63447.0,
623604.0,202311.0,PB,Bathinda,41728.0,1042.0,40668.0,118489.0,
330654.0,128653.0,PB,Faridkot,13927.0,315.0,13602.0,23635.0,
354921.0,135247.0,PB,Fatehgarh Sahib,8876.0,335.0,8538.0,68436.0,
490080.0,131519.0,PB,Fazilka,20271.0,528.0,19729.0,63589.0,
476343.0,128043.0,PB,Ferozepur,14347.0,504.0,13832.0,74880.0,
862133.0,415351.0,PB,Gurdaspur,22381.0,801.0,21576.0,249039.0,
1000636.0,574716.0,PB,Hoshiarpur,30822.0,986.0,29828.0,221261.0,
1433553.0,681370.0,PB,Jalandhar,63396.0,1496.0,61864.0,443735.0,
465285.0,187476.0,PB,Kapurthala,17852.0,556.0,17294.0,38658.0,
2473646.0,943401.0,PB,Ludhiana,87608.0,2106.0,85484.0,514691.0,
372366.0,89830.0,PB,Mansa,15606.0,380.0,15226.0,26878.0,
541556.0,178908.0,PB,Moga,8675.0,233.0,8440.0,77307.0,
424889.0,196822.0,PB,Pathankot,18814.0,419.0,18373.0,29112.0,
1051467.0,396473.0,PB,Patiala,48927.0,1358.0,47561.0,273344.0,
384637.0,182919.0,PB,Rupnagar,12963.0,423.0,12517.0,97745.0,
872096.0,402212.0,PB,S.A.S. Nagar,68821.0,1068.0,67726.0,41532.0,
730511.0,218820.0,PB,Sangrur,15762.0,875.0,14884.0,166332.0,
392113.0,172294.0,PB,Shahid Bhagat Singh Nagar,11469.0,388.0,11080.0,77715.0,
473193.0,142901.0,PB,Sri Muktsar Sahib,18784.0,524.0,18257.0,67979.0,
597303.0,178839.0,PB,Tarn Taran,8043.0,380.0,7659.0,111446.0,
111152.0,57491.0,PY,Karaikal,16488.0,250.0,16150.0,73142.0,
34018.0,25943.0,PY,Mahe,5867.0,47.0,5744.0,42415.0,
558708.0,305464.0,PY,Puducherry,98885.0,1453.0,97171.0,425639.0,
30079.0,15489.0,PY,Yanam,6773.0,107.0,6661.0,26727.0,
1752308.0,1042482.0,RJ,Ajmer,37769.0,410.0,37352.0,261215.0,
2237787.0,1029095.0,RJ,Alwar,59694.0,307.0,59387.0,291879.0,
,,RJ,BSF Camp,85.0,,85.0,,
1024293.0,525793.0,RJ,Banswara,10005.0,104.0,9901.0,48781.0,
763006.0,297741.0,RJ,Baran,11996.0,61.0,11934.0,46168.0,
1455732.0,621465.0,RJ,Barmer,15563.0,185.0,15377.0,113868.0,
1351114.0,590401.0,RJ,Bharatpur,19601.0,260.0,19341.0,201441.0,
1525323.0,723691.0,RJ,Bhilwara,29781.0,156.0,29625.0,148764.0,
1461174.0,714590.0,RJ,Bikaner,40339.0,545.0,39792.0,278302.0,
709316.0,362835.0,RJ,Bundi,7967.0,48.0,7919.0,58167.0,
978713.0,482350.0,RJ,Chittorgarh,19809.0,139.0,19670.0,116002.0,
1301558.0,582443.0,RJ,Churu,16720.0,107.0,16613.0,131700.0,
941513.0,395584.0,RJ,Dausa,13351.0,62.0,13289.0,61680.0,
660103.0,279501.0,RJ,Dholpur,11010.0,48.0,10962.0,121308.0,
737200.0,349762.0,RJ,Dungarpur,18407.0,131.0,18276.0,121917.0,
,,RJ,Evacuees,61.0,,61.0,,
1278952.0,525137.0,RJ,Ganganagar,19354.0,150.0,19203.0,80706.0,
1230511.0,588688.0,RJ,Hanumangarh,16053.0,111.0,15942.0,82542.0,
,,RJ,Italians,2.0,,2.0,,
4582410.0,2189042.0,RJ,Jaipur,187804.0,1970.0,185816.0,968783.0,
416014.0,194163.0,RJ,Jaisalmer,13639.0,66.0,13573.0,80082.0,
987519.0,393953.0,RJ,Jalore,10067.0,72.0,9995.0,184172.0,
922646.0,363082.0,RJ,Jhalawar,13612.0,187.0,13425.0,97163.0,
1449967.0,787196.0,RJ,Jhunjhunu,14811.0,158.0,14653.0,123433.0,
2263325.0,1036743.0,RJ,Jodhpur,112412.0,1103.0,111308.0,600959.0,
813922.0,395700.0,RJ,Karauli,7156.0,70.0,7086.0,64481.0,
1269245.0,655588.0,RJ,Kota,57053.0,449.0,56603.0,355509.0,
2077555.0,1016874.0,RJ,Nagaur,17737.0,177.0,17560.0,229822.0,
,,RJ,Other State,189.0,39.0,150.0,,
1200554.0,513058.0,RJ,Pali,27324.0,287.0,27037.0,179463.0,
655140.0,345189.0,RJ,Pratapgarh,7143.0,63.0,7080.0,52208.0,
691497.0,299553.0,RJ,Rajsamand,17044.0,169.0,16875.0,91975.0,
756544.0,347992.0,RJ,Sawai Madhopur,10618.0,61.0,10557.0,84683.0,
1838263.0,821713.0,RJ,Sikar,30618.0,335.0,30283.0,165042.0,
610090.0,348789.0,RJ,Sirohi,13732.0,79.0,13653.0,84616.0,
884688.0,419023.0,RJ,Tonk,9498.0,92.0,9406.0,74225.0,
1715072.0,854773.0,RJ,Udaipur,56405.0,753.0,55652.0,251522.0,
263526.0,229361.0,SK,East Sikkim,,,,,
33137.0,27820.0,SK,North Sikkim,,,,,
121481.0,105432.0,SK,South Sikkim,,,,,
103619.0,88896.0,SK,West Sikkim,,,,,
376263.0,89337.0,TG,Adilabad,,,,,
599183.0,204318.0,TG,Bhadradri Kothagudem,,,,,
3150245.0,1893217.0,TG,Hyderabad,,,,,
580926.0,190526.0,TG,Jagtial,,,,,
327527.0,128207.0,TG,Jangaon,,,,,
262313.0,127108.0,TG,Jayashankar Bhupalapally,,,,,
306919.0,59886.0,TG,Jogulamba Gadwal,,,,,
557684.0,183176.0,TG,Kamareddy,,,,,
657167.0,384862.0,TG,Karimnagar,,,,,
856707.0,333812.0,TG,Khammam,,,,,
275644.0,51593.0,TG,Komaram Bheem,,,,,
468199.0,172007.0,TG,Mahabubabad,,,,,
482547.0,150640.0,TG,Mahabubnagar,,,,,
480069.0,170258.0,TG,Mancherial,,,,,
458648.0,140778.0,TG,Medak,,,,,
2149958.0,1317832.0,TG,Medchal Malkajgiri,,,,,
186104.0,76648.0,TG,Mulugu,,,,,
464888.0,106589.0,TG,Nagarkurnool,,,,,
891308.0,254218.0,TG,Nalgonda,,,,,
288388.0,50219.0,TG,Narayanpet,,,,,
378315.0,130107.0,TG,Nirmal,,,,,
858574.0,250862.0,TG,Nizamabad,,,,,
463510.0,201940.0,TG,Peddapalli,,,,,
372065.0,144680.0,TG,Rajanna Sircilla,,,,,
2348542.0,1291404.0,TG,Ranga Reddy,,,,,
851395.0,299316.0,TG,Sangareddy,,,,,
582450.0,242462.0,TG,Siddipet,,,,,
610724.0,208278.0,TG,Suryapet,,,,,
427669.0,87989.0,TG,Vikarabad,,,,,
289412.0,81870.0,TG,Wanaparthy,,,,,
342881.0,105289.0,TG,Warangal Rural,,,,,
687410.0,418947.0,TG,Warangal Urban,,,,,
463854.0,223506.0,TG,Yadadri Bhuvanagiri,,,,,
,,TN,Airport Quarantine,2113.0,2.0,2107.0,,
475390.0,157166.0,TN,Ariyalur,16854.0,261.0,16548.0,18285.0,
1337641.0,604784.0,TN,Chengalpattu,171777.0,2506.0,168327.0,51771.0,
4532809.0,2671294.0,TN,Chennai,554672.0,8546.0,544701.0,2667777.0,
2717202.0,1205484.0,TN,Coimbatore,246780.0,2416.0,243070.0,102107.0,
1529591.0,646400.0,TN,Cuddalore,64085.0,867.0,62997.0,36434.0,
770955.0,279901.0,TN,Dharmapuri,28425.0,274.0,27957.0,163803.0,
1236504.0,493453.0,TN,Dindigul,33099.0,645.0,32348.0,27800.0,
1370925.0,552624.0,TN,Erode,104303.0,686.0,102836.0,66240.0,
696213.0,299822.0,TN,Kallakurichi,31364.0,210.0,31056.0,28314.0,
663206.0,250181.0,TN,Kancheepuram,74970.0,1258.0,73386.0,37505.0,
1100888.0,450620.0,TN,Kanyakumari,62362.0,1048.0,61112.0,79600.0,
626136.0,289120.0,TN,Karur,24091.0,356.0,23523.0,17190.0,
1040491.0,407695.0,TN,Krishnagiri,43570.0,348.0,43036.0,14284.0,
1500331.0,583138.0,TN,Madurai,75215.0,1172.0,73853.0,97279.0,
,,TN,Mayiladuthurai,23280.0,316.0,22878.0,,
813495.0,289588.0,TN,Nagapattinam,21074.0,346.0,20561.0,20984.0,
987830.0,397079.0,TN,Namakkal,52245.0,498.0,51253.0,24758.0,
501986.0,343811.0,TN,Nilgiris,33566.0,212.0,33164.0,45839.0,
